timestamp,cpu_time,time (s),T(t) (K),P(t) (Pa),Kinetic En. (n.u.),Potential En. (n.u.),Total En. (n.u.)
1651427284, 52853.0000, 4.1480e-12, 1496.34330380, 19049134.76678175, 0.00000000, 14973282.74102930, 14973282.74102930 
1651427285, 54664.0000, 4.1740e-12, 1489.18755771, 0.00000000, 0.00000000, 21075359.05915806, 21075359.05915806 
1651427286, 58398.0000, 4.2020e-12, 1496.44461994, 0.00000000, 0.00000000, 63038099.54953231, 63038099.54953231 
1651427287, 57813.0000, 4.2280e-12, 1492.75369539, 28267437.38353330, 0.00000000, 956580.41433242, 956580.41433242 
1651427288, 54996.0000, 4.2540e-12, 1495.80290532, 0.00000000, 0.00000000, 73869.43381813, 73869.43381813 
1651427289, 55363.0000, 4.2820e-12, 1494.21461144, 0.00000000, 0.00000000, 118022.66820287, 118022.66820287 
1651427290, 58065.0000, 4.3080e-12, 1495.75644339, 0.00000000, 0.00000000, 202292.43923236, 202292.43923236 
1651427291, 54916.0000, 4.3360e-12, 1486.64997551, 0.00000000, 0.00000000, 221512.11413780, 221512.11413780 
1651427292, 54713.0000, 4.3640e-12, 1495.31756755, 0.00000000, 0.00000000, 77357.86356475, 77357.86356475 
1651427293, 53325.0000, 4.3900e-12, 1495.12692417, 13633617.74387582, 0.00000000, 29905.20715646, 29905.20715646 
1651427294, 56949.0000, 4.4160e-12, 1494.07604011, 60417924.10317807, 0.00000000, 448639160.78084099, 448639160.78084099 
1651427295, 52834.0000, 4.4440e-12, 1493.62439837, 41610183.02090184, 0.00000000, 236055139.01190755, 236055139.01190755 
1651427296, 56220.0000, 4.4720e-12, 1495.63229291, 70981826.36636005, 0.00000000, 48923.58369563, 48923.58369563 
1651427297, 55795.0000, 4.4980e-12, 1495.99741809, 91643383.21644548, 0.00000000, 335.26415569, 335.26415569 
1651427298, 55296.0000, 4.5260e-12, 1495.82974514, 0.00000000, 0.00000000, 264.32512233, 264.32512233 
1651427299, 57328.0000, 4.5520e-12, 1487.58230189, 0.00000000, 0.00000000, 2009.20116579, 2009.20116579 
1651427300, 57027.0000, 4.5800e-12, 1495.51654454, 0.00000000, 0.00000000, 1310.42287484, 1310.42287484 
1651427301, 55007.0000, 4.6080e-12, 1496.01258808, 21745318.17828480, 0.00000000, 4496.96043119, 4496.96043119 
1651427302, 56070.0000, 4.6360e-12, 1497.06499682, 86363710.37967153, 0.00000000, 2935.95696973, 2935.95696973 
1651427303, 50773.0000, 4.6620e-12, 1492.16224563, 0.00000000, 0.00000000, 19056.58364421, 19056.58364421 
1651427304, 54120.0000, 4.6900e-12, 1496.06975332, 59621946.20452501, 0.00000000, 21002.22077215, 21002.22077215 
1651427305, 54343.0000, 4.7180e-12, 1494.51813821, 42405019.32396967, 0.00000000, 1527.85671991, 1527.85671991 
1651427306, 55624.0000, 4.7460e-12, 1495.11834355, 0.00000000, 0.00000000, 5291.27302405, 5291.27302405 
1651427307, 57929.0000, 4.7720e-12, 1493.70438620, 0.00000000, 0.00000000, 390187765.92480361, 390187765.92480361 
1651427308, 57874.0000, 4.8000e-12, 1496.86870731, 0.00000000, 0.00000000, 4698572494.95393753, 4698572494.95393753 
1651427309, 58446.0000, 4.8280e-12, 1484.67588104, 43630624.88292439, 0.00000000, 9513.21747565, 9513.21747565 
1651427310, 54584.0000, 4.8540e-12, 1496.30053961, 0.00000000, 0.00000000, 4555652.59081019, 4555652.59081019 
1651427311, 52798.0000, 4.8820e-12, 1495.94752970, 0.00000000, 0.00000000, 3956.29558006, 3956.29558006 
1651427312, 56706.0000, 4.9080e-12, 1496.71861027, 0.00000000, 0.00000000, 84885.12017447, 84885.12017447 
1651427313, 53663.0000, 4.9360e-12, 1493.63111721, 0.00000000, 0.00000000, 24225555.59966930, 24225555.59966930 
1651427314, 55908.0000, 4.9620e-12, 1496.14388900, 97931270.05203633, 0.00000000, 6770706960262.60156250, 6770706960262.60156250 
1651427315, 55161.0000, 4.9900e-12, 1494.92346678, 0.00000000, 0.00000000, 4205272.23462990, 4205272.23462990 
1651427316, 53097.0000, 5.0180e-12, 1496.56964379, 0.00000000, 0.00000000, 3508726.04131813, 3508726.04131813 
1651427317, 54707.0000, 5.0460e-12, 1496.34315821, 18702290.08341940, 0.00000000, 4872.01981386, 4872.01981386 
1651427318, 55738.0000, 5.0740e-12, 1495.01562997, 51707523.50205629, 0.00000000, 10278.93071284, 10278.93071284 
1651427319, 57135.0000, 5.1020e-12, 1495.48211749, 34886414.45441261, 0.00000000, 179928.97029911, 179928.97029911 
1651427320, 52333.0000, 5.1280e-12, 1491.71943240, 16057539.80974522, 0.00000000, 49331.92098197, 49331.92098197 
1651427321, 53972.0000, 5.1560e-12, 1495.75339484, 29254164.41934069, 0.00000000, 10669898.83944470, 10669898.83944470 
1651427322, 53567.0000, 5.1840e-12, 1495.88982311, 97560820.22789599, 0.00000000, 28988338623.78807831, 28988338623.78807831 
